Website, Headline, Link
The Guardian,Australia  Robodebt class action: Coalition agrees to pay $1.2bn to settle lawsuit,=HYPERLINK("https://www.theguardian.com/australia-news/2020/nov/16/robodebt-class-action-coalition-agrees-to-pay-12bn-to-settle-lawsuit")
The Guardian,Father faces criminal charge over son's death in migrant boat tragedy,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/16/father-faces-criminal-charge-over-sons-death-in-migrant-boat-tragedy")
The Guardian,Measles cases hit 20-year high as Covid disrupts vaccinations| report finds,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/13/measles-cases-900000-worldwide-in-2019")
The Guardian,'Overwhelming': Central America braces for new storms in wake of Hurricane Eta,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/13/overwhelming-central-america-braces-for-new-storms-in-wake-of-hurricane-eta")
The Guardian,‘I need money for school’: the children forced to pan for gold in Zimbabwe,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/13/i-need-money-for-school-the-children-forced-to-pan-for-gold-in-zimbabwe")
The Guardian,UK homeless charities call for suspension of ‘reckless’ eviction of asylum seekers,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/13/uk-homeless-charities-call-for-suspension-of-reckless-eviction-of-asylum-seekers")
The Guardian,Latest vaccine success is good news but high price may restrict access,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/latest-moderna-vaccine-success-is-good-news-but-high-price-may-restrict-access")
The Guardian,What does the Moderna vaccine mean for the fight against Covid?,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/what-does-moderna-vaccine-mean-fight-covid")
The Guardian,Trump will cast a long shadow over Republican party despite defeat,=HYPERLINK("https://www.theguardian.com/us-news/2020/nov/15/republican-party-donald-trump-influence")
The Guardian,US poll chaos is a boon for the enemies of democracy the whole world over,=HYPERLINK("https://www.theguardian.com/us-news/2020/nov/15/us-poll-chaos-is-a-boon-for-the-enemies-of-democracy-the-whole-world-over")
The Guardian,Obama tells Trump to concede defeat – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/16/obama-tells-trump-to-concede-defeat-video")
The Guardian,'We went through our rough patches': Obama on married life as president – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/16/we-went-through-our-rough-patches-obama-on-married-life-as-president-video")
The Guardian,Protesters clash with police in Peru's largest demonstration in decades – video,=HYPERLINK("https://www.theguardian.com/world/video/2020/nov/15/protesters-clash-with-police-peru-demonstration-video")
The Guardian,From Diwali to Lewis Hamilton: best photos of the weekend,=HYPERLINK("https://www.theguardian.com/world/gallery/2020/nov/15/from-diwali-to-lewis-hamilton-best-photos-of-the-weekend")
The Guardian,Million Maga March: Trump supporters protest in Washington – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/15/million-maga-march-trump-supporters-protest-in-washington-video")
The Guardian,Donald Trump motorcade drives by supporters protesting US election results – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/14/donald-trump-motorcade-drives-by-supporters-protesting-us-election-results-video")
The Guardian,2021 Lavazza calendar: the new humanity – in pictures,=HYPERLINK("https://www.theguardian.com/world/gallery/2020/nov/14/2021-lavazza-calendar-the-new-humanity-in-pictures")
The Guardian,Moderna Covid vaccine candidate almost 95% effective| trials show,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/moderna-covid-vaccine-candidate-almost-95-effective-trials-show")
The Guardian,Live  Coronavirus live news: US vaccine 94.5% effective in trials; Sweden limits public gatherings to eight people,=HYPERLINK("https://www.theguardian.com/world/live/2020/nov/16/coronavirus-live-news-us-confirms-1m-cases-in-a-week-boris-johnson-selfisolating")
The Guardian,What does the Moderna vaccine mean for the fight against Covid?,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/what-does-moderna-vaccine-mean-fight-covid")
The Guardian,Latest vaccine success is good news but high price may restrict access,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/latest-moderna-vaccine-success-is-good-news-but-high-price-may-restrict-access")
The Guardian,Kākāpō| the world's fattest parrot| named New Zealand's bird of the year for 2020,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/kakapo-the-worlds-fattest-parrot-named-new-zealands-bird-of-the-year-for-2020")
The Guardian,Setback for Bolsonaro after poor results in Brazil local elections,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/setback-for-bolsonaro-after-poor-results-in-brazil-local-elections")
The Guardian,Schools and parties in spotlight as Germany weighs new Covid rules,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/merkel-germany-soft-covid-lockdown-chancellor-social-interaction")
The Guardian,Here are the major hurdles ahead for Covid-19 vaccine distribution in the US,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/us-coronavirus-vaccine-distribution-challenges")
The Guardian,Damage to multiple organs recorded in 'long Covid' cases,=HYPERLINK("https://www.theguardian.com/world/2020/nov/15/damage-to-multiple-organs-recorded-in-long-covid-cases")
The Guardian,Citizen journalist facing jail in China for Wuhan Covid reporting,=HYPERLINK("https://www.theguardian.com/world/2020/nov/16/citizen-journalist-facing-jail-in-china-for-wuhan-covid-reporting-zhang-zhan")
RT,‘For every European country demographically disappearing| in the same period| one African country appears’ – Macron,=HYPERLINK("https://www.rt.com/news/506820-macron-reforge-capitalism-inequality-france/ ")
RT,Moderna Covid-19 vaccine candidate is 94.5% effective| trials show,=HYPERLINK("https://www.rt.com/news/506870-moderna-vaccine-effective-trial/ ")
RT,Israel to send its second astronaut into space after pioneer killed in US shuttle Columbia explosion in 2003,=HYPERLINK("https://www.rt.com/news/506874-israel-second-astronaut-iss/ ")
RT,Hungary threatens to veto 7-year EU budget & post-Covid recovery fund amid spat over rule of law,=HYPERLINK("https://www.rt.com/news/506840-hungary-veto-eu-budget/ ")
RT,Australian government agrees $1.2 billion payout over robodebt scheme in country’s largest ever class action settlement,=HYPERLINK("https://www.rt.com/news/506868-australia-robodebt-compensation-settlement/ ")
RT,Sweden sets new ‘absolutely necessary’ Covid-19 restrictions| limits public gatherings to 8 people,=HYPERLINK("https://www.rt.com/news/506879-sweden-covid19-restrictions-infections-groups/ ")
RT,Israel to send its second astronaut into space after pioneer killed in US shuttle Columbia explosion in 2003,=HYPERLINK("https://www.rt.com/news/506874-israel-second-astronaut-iss/ ")
RT,Moderna Covid-19 vaccine candidate is 94.5% effective| trials show,=HYPERLINK("https://www.rt.com/news/506870-moderna-vaccine-effective-trial/ ")
RT,Australian government agrees $1.2 billion payout over robodebt scheme in country’s largest ever class action settlement,=HYPERLINK("https://www.rt.com/news/506868-australia-robodebt-compensation-settlement/ ")
RT,Huawei urges UK to lift 5G ban| says US pressure to block Chinese firm could ease under Biden,=HYPERLINK("https://www.rt.com/news/506858-huawei-china-uk-biden-trump-5g/ ")
RT,NASA flag FIVE asteroids en route TODAY| as scientists mull planetary defense mission to planet-killer Apophis in 2029,=HYPERLINK("https://www.rt.com/news/506844-nasa-warns-five-asteroids-earth/ ")
RT,Antibiotic use before age 2 risks allergies| asthma| ADHD| and obesity| study finds,=HYPERLINK("https://www.rt.com/news/506856-research-antibiotics-childhood-illness/ ")
RT,Hungary threatens to veto 7-year EU budget & post-Covid recovery fund amid spat over rule of law,=HYPERLINK("https://www.rt.com/news/506840-hungary-veto-eu-budget/ ")
RT,India’s capital has passed its THIRD coronavirus peak – New Delhi’s health minister,=HYPERLINK("https://www.rt.com/news/506842-india-delhi-coronavirus-peak/ ")
RT,Paris chief demands stores reopen for Black Friday amid lockdown| slams Macron’s bureaucratic and controlling state,=HYPERLINK("https://www.rt.com/news/506841-france-paris-covid19-lockdown-blackfriday/ ")
RT,Faith palm: Pope Francis’ Instagram account ‘caught liking’ racy model’s sexy schoolgirl photo,=HYPERLINK("https://www.rt.com/news/506823-pope-francis-instagram-garibotto/ ")
RT,Philippines’ Duterte in hot water after cracking sex jokes during govt typhoon briefing,=HYPERLINK("https://www.rt.com/news/506822-duterte-sex-jokes-typhoon-briefing-philippines/ ")
RT,CrossTalk,=HYPERLINK("https://www.rt.com/shows/crosstalk/ ")
RT,CrossTalk Bullhorns| QUARANTINE EDITION: Trump vs the generals,=HYPERLINK("https://www.rt.com/shows/crosstalk/506793-trump-battle-biden-policy/")
RT,Keiser Report,=HYPERLINK("https://www.rt.com/shows/keiser-report/ ")
RT,Wall Street legends go long bitcoin (E1619),=HYPERLINK("https://www.rt.com/shows/keiser-report/506633-bitcoin-game-dollar-future/")
RT,When even eco-alarmists realise saying it’s ‘game over’ for the planet is crazy| it’s time to rethink climate change message,=HYPERLINK("https://www.rt.com/op-ed/506655-eco-alarmists-climate-change-message/")
RT,A ticket to digital slavery: Making access to music and sports events dependent on a Covid pass must be resisted,=HYPERLINK("https://www.rt.com/op-ed/506612-ticketmaster-digital-slavery-covid/")
RT,Wayne Dupree: Trump should stay on the job| remain confident & keep going with his legal action all the way to the Supreme Court,=HYPERLINK("https://www.rt.com/op-ed/506632-wayne-dupree-trump-should-stay/")
RT,George Galloway: Kiss of death – The winner of the most coveted Henry Kissinger endorsement is... Joe Biden,=HYPERLINK("https://www.rt.com/op-ed/506618-henry-kissinger-joe-biden/")
Wall Street Journal,Europe Got Covid Largely Under Control in the Summer. What Went Wrong?,=HYPERLINK("https://www.wsj.com/graphics/europe-covid-summer-what-went-wrong/")
Wall Street Journal,China’s Economy Gathers Steam| Setting Stage for a Strong End to the Year,=HYPERLINK("https://www.wsj.com/articles/china-economy-gathers-steam-setting-stage-for-a-strong-end-to-the-year-11605506091")
Wall Street Journal,With Economy on the Mend| Japan Weighs Handouts Versus Private-Sector Spending,=HYPERLINK("https://www.wsj.com/articles/with-economy-on-the-mend-japan-weighs-handouts-versus-private-sector-spending-11605524766")
Wall Street Journal,Working From Abroad Is the New Working From Home,=HYPERLINK("https://www.wsj.com/articles/for-many-in-the-west-working-from-abroad-is-the-new-working-from-home-11605527990")
Wall Street Journal,Ethiopia: What We Know About the War in the Tigray Region,=HYPERLINK("https://www.wsj.com/articles/ethiopia-what-we-know-about-the-war-in-the-tigray-region-11605530560")
Wall Street Journal,The Rise and Fall of Martin Lee and His Dream of a Democratic Hong Kong,=HYPERLINK("https://www.wsj.com/articles/martin-lee-democracy-hong-kong-china-crackdown-11605460019")
Wall Street Journal,Asia-Pacific Countries Sign Major Trade Pact in Test for Biden,=HYPERLINK("https://www.wsj.com/articles/asia-pacific-nations-sign-major-china-backed-trade-deal-11605434779?mod=world_major_1_pos1")
Wall Street Journal,With Joe Biden in Charge| No More Flashy Kim Jong Un Summits ,=HYPERLINK("https://www.wsj.com/articles/with-kim-jong-uns-larger-nuclear-arsenal-biden-to-take-a-traditional-approach-11605456000?mod=world_major_1_pos2")
Wall Street Journal,Asia-Pacific Countries Push to Sign China-Backed Trade Megadeal,=HYPERLINK("https://www.wsj.com/articles/asia-pacific-countries-push-to-sign-china-backed-megadeal-11605265208?mod=world_major_1_pos3")
Wall Street Journal,Italy’s Hospitals Face Rising Pressure From Coronavirus,=HYPERLINK("https://www.wsj.com/articles/italys-hospitals-face-rising-pressure-from-coronavirus-11605451475?mod=world_major_1_pos4")
Wall Street Journal,Despite Coronavirus Surge| European Schools Stay Open ,=HYPERLINK("https://www.wsj.com/articles/despite-coronavirus-surge-european-schools-stay-open-11605349800?mod=world_major_1_pos5")
Wall Street Journal,Europe Appears to Curb Covid-19 Spread,=HYPERLINK("https://www.wsj.com/articles/europe-regains-the-upper-hand-in-its-fight-with-covid-19-11605285277?mod=world_major_1_pos6")
Wall Street Journal,Five U.S. Troops Killed in Helicopter Crash Near Egypt ,=HYPERLINK("https://www.wsj.com/articles/six-u-s-troops-killed-in-helicopter-crash-near-egypt-11605196180?mod=world_major_1_pos7")
Wall Street Journal,Several Shots Fired at Saudi Embassy in The Hague ,=HYPERLINK("https://www.wsj.com/articles/several-shots-fired-at-saudi-embassy-in-the-hague-netherlands-11605207438?mod=world_major_1_pos8")
Wall Street Journal,Iran’s Enriched Uranium Stockpile Is 12 Times Accord’s Cap—U.N.  Agency ,=HYPERLINK("https://www.wsj.com/articles/irans-enriched-uranium-stockpile-is-more-than-10-times-nuclear-accords-cap-u-n-agency-says-11605120768?mod=world_major_1_pos9")
Wall Street Journal,Ethiopian Rebels Fire Rockets Into Eritrea| Threatening Wider Conflict,=HYPERLINK("https://www.wsj.com/articles/ethiopian-rebels-fire-rockets-into-eritrea-threatening-wider-conflict-11605457041?mod=world_major_2_pos1")
Wall Street Journal,Ethiopia’s Escalating Military Offensive Raises Specter of Civil War    ,=HYPERLINK("https://www.wsj.com/articles/ethiopias-escalating-military-offensive-raises-specter-of-civil-war-11605195730?mod=world_major_2_pos2")
Wall Street Journal,South African Corruption Probe Ensnares Ruling Party Heavyweight ,=HYPERLINK("https://www.wsj.com/articles/south-african-corruption-probe-ensnares-ruling-party-heavyweight-11605033531?mod=world_major_2_pos3")
Wall Street Journal,Beijing Slams Hong Kong Opposition as U.S. Threatens More Sanctions ,=HYPERLINK("https://www.wsj.com/articles/beijing-slams-hong-kong-opposition-as-u-s-threatens-more-sanctions-11605195655?mod=world_major_2_pos4")
Wall Street Journal,Hong Kong Security Law: How Beijing Is Cracking Down,=HYPERLINK("https://www.wsj.com/articles/hong-kong-national-security-law-11605104896?mod=world_major_2_pos5")
Wall Street Journal,China Targets Alibaba| Other Homegrown Tech Giants With Antimonopoly Rules  ,=HYPERLINK("https://www.wsj.com/articles/chinas-regulators-prepare-to-roll-out-new-antimonopoly-rules-11605013205?mod=world_major_2_pos6")
Wall Street Journal,Opioid Deaths in Canada Were Falling| Then Came Coronavirus ,=HYPERLINK("https://www.wsj.com/articles/opioid-deaths-in-canada-were-falling-then-came-coronavirus-11605368112?mod=world_major_2_pos7")
Wall Street Journal,Two Dead in Quebec City Stabbing Rampage,=HYPERLINK("https://www.wsj.com/articles/two-dead-in-quebec-city-stabbing-rampage-11604246410?mod=world_major_2_pos8")
Wall Street Journal,Covid-19 Cases Jump in Canada| Prompting New Restrictions ,=HYPERLINK("https://www.wsj.com/articles/covid-19-cases-jump-in-canada-prompting-new-restrictions-11601417303?mod=world_major_2_pos9")
Wall Street Journal,After Peru’s New President Resigns| Lawmakers Search for New Leader,=HYPERLINK("https://www.wsj.com/articles/perus-new-president-faces-calls-to-resign-after-protesters-killed-11605456596?mod=world_minor_pos1")
Wall Street Journal,Peru’s New President Faces Swelling Protests After Predecessor Ousted,=HYPERLINK("https://www.wsj.com/articles/perus-new-president-merino-faces-swelling-protests-after-helping-to-oust-predecessor-11605287167?mod=world_minor_pos2")
Wall Street Journal,Brazil’s President Promised Economic Reform. Now He Is Writing Covid-19 Relief Checks.,=HYPERLINK("https://www.wsj.com/articles/brazils-president-promised-economic-change-now-he-is-writing-covid-19-relief-checks-11605186008?mod=world_minor_pos3")
Wall Street Journal,Biden Pledge to Re-Enter Iran Nuclear Deal Will Face Major Hurdles,=HYPERLINK("https://www.wsj.com/video/biden-pledge-to-re-enter-iran-nuclear-deal-will-face-major-hurdles/F15B2425-F5F0-4B68-815C-582438AAA36D.html?mod=world_minor_pos4")
Wall Street Journal,Europe| Asia and Latin America: How Biden’s Foreign Policy Could Impact U.S. Allies,=HYPERLINK("https://www.wsj.com/video/europe-asia-and-latin-america-how-bidens-foreign-policy-could-impact-us-allies/A4AD71FF-A171-4695-9512-B821A75CBD4D.html?mod=world_minor_pos5")
Wall Street Journal,Alibaba’s Singles Day Gets Boost From Pandemic Spending Shift,=HYPERLINK("https://www.wsj.com/video/alibabas-singles-day-gets-boost-from-pandemic-spending-shift/868C7DAA-F76E-44EF-AFCE-BF000A185B2E.html?mod=world_minor_pos6")
Wall Street Journal,Trump Allies Explored Buyout of Newsmax TV as Fox News Alternative,=HYPERLINK("https://www.wsj.com/articles/trump-allies-explored-buyout-of-newsmax-tv-as-fox-news-alternative-11605464737")
Wall Street Journal,Doctors Begin to Crack Covid’s Mysterious Long-Term Effects,=HYPERLINK("https://www.wsj.com/articles/doctors-begin-to-crack-covids-mysterious-long-term-effects-11604252961")
Wall Street Journal,As Covid-19 Surges| the Big Unknown Is Where People Are Getting Infected,=HYPERLINK("https://www.wsj.com/articles/as-covid-19-surges-the-big-unknown-is-where-people-are-getting-infected-11605474874")
Wall Street Journal,Covid Is Resurging| and This Time It’s Everywhere,=HYPERLINK("https://www.wsj.com/articles/new-covid-surge-u-s-restrictions-11605466754")
Wall Street Journal,Trump Family Business Faces Post-Election Reckoning,=HYPERLINK("https://www.wsj.com/articles/trump-family-business-faces-post-election-reckoning-11605436201")
Wall Street Journal,Europe| Asia and Latin America: How Biden’s Foreign Policy Could Impact U.S. Allies,=HYPERLINK("https://www.wsj.com/video/europe-asia-and-latin-america-how-bidens-foreign-policy-could-impact-us-allies/A4AD71FF-A171-4695-9512-B821A75CBD4D.html")
Wall Street Journal,States Impose New Covid-19 Restrictions as Cases Surge Across the U.S.,=HYPERLINK("https://www.wsj.com/video/states-impose-new-covid-19-restrictions-as-cases-surge-across-the-us/140E6728-39A0-4D75-8F1A-36AB1593FBA1.html")
Wall Street Journal,The Future of Retail: How Will the Pandemic Change How We Shop?,=HYPERLINK("https://www.wsj.com/video/the-future-of-retail-how-will-the-pandemic-change-how-we-shop/526ADB88-F6D1-4B77-AA97-BAA323496D4D.html")
Wall Street Journal,SpaceX Successfully Launches Four NASA Astronauts into Space,=HYPERLINK("https://www.wsj.com/video/spacex-successfully-launches-four-nasa-astronauts-into-space/0103B5D0-E83E-416D-B4B9-AE8EB70FCF76.html")
Wall Street Journal,Democratic Win in Georgia Senate Runoffs Could Signal Political Shift,=HYPERLINK("https://www.wsj.com/video/democratic-win-in-georgia-senate-runoffs-could-signal-political-shift/8B094BC2-4CCD-4447-AA9D-76D872A77254.html")
